neighbourhood,price
Hammersmith and Fulham,167
Islington,414
Hammersmith and Fulham,144
Islington,58
Barnet,53
Kensington and Chelsea,514
Bromley,139
Wandsworth,32
Hackney,181
Lambeth,325
Southwark,156
Ealing,128
Southwark,50
Islington,315
Kensington and Chelsea,255
Merton,229
Hackney,189
Islington,188
Barnet,103
Richmond upon Thames,48
Islington,61
Merton,53
Wandsworth,285
Hounslow,46
Hammersmith and Fulham,160
Camden,135
Lambeth,104
Camden,69
Islington,190
Hackney,119
Wandsworth,170
Westminster,144
Hammersmith and Fulham,220
Islington,202
Hammersmith and Fulham,189
Tower Hamlets,61
Southwark,42
Newham,117
Southwark,135
Lambeth,84
Croydon,63
Lambeth,33
Tower Hamlets,266
Westminster,255
Ealing,62
Hammersmith and Fulham,55
Hammersmith and Fulham,56
Southwark,33
Lambeth,468
Camden,160
Hackney,409
Enfield,95
Tower Hamlets,150
Westminster,133
Croydon,39
Hammersmith and Fulham,66
Greenwich,166
Islington,72
Kingston upon Thames,85
Kensington and Chelsea,205
Lambeth,38
Barking and Dagenham,57
Hackney,80
Wandsworth,65
Bromley,165
Hackney,69
Haringey,34
Islington,58
Ealing,178
Wandsworth,58
Hackney,200
Ealing,64
Haringey,60
Lambeth,68
Brent,571
Hackney,234
Lewisham,45
Wandsworth,121
Hammersmith and Fulham,270
Lambeth,216
Tower Hamlets,56
Richmond upon Thames,606
Tower Hamlets,147
Tower Hamlets,239
Haringey,75
Hackney,104
Camden,228
Barnet,50
Hammersmith and Fulham,117
Brent,98
Richmond upon Thames,48
Westminster,182
Haringey,295
Camden,318
Croydon,57
Harrow,100
Lambeth,150
Tower Hamlets,74
Westminster,220
Hounslow,200
Waltham Forest,200
Hackney,124
Lambeth,61
Westminster,82
Haringey,226
Westminster,241
Tower Hamlets,55
Croydon,76
Brent,243
Islington,59
Haringey,50
Brent,192
Southwark,300
Hammersmith and Fulham,54
Hammersmith and Fulham,45
Lewisham,180
Lambeth,40
Westminster,94
Islington,60
Westminster,85
Southwark,130
Southwark,91
Hammersmith and Fulham,116
Islington,119
Lewisham,100
Merton,830
Kensington and Chelsea,272
Wandsworth,48
Wandsworth,41
Wandsworth,47
Wandsworth,46
Kensington and Chelsea,183
Lambeth,67
Tower Hamlets,121
Southwark,75
Richmond upon Thames,150
Southwark,51
Lewisham,171
Westminster,55
Richmond upon Thames,163
Hammersmith and Fulham,33
Hammersmith and Fulham,32
Hammersmith and Fulham,212
Camden,95
Barnet,140
Hackney,63
Hillingdon,238
Lewisham,31
Camden,220
Camden,155
Camden,136
Hackney,55
Richmond upon Thames,388
Enfield,40
Lambeth,154
Kensington and Chelsea,150
Hackney,125
Ealing,180
Westminster,115
Westminster,180
Brent,115
Barking and Dagenham,45
Westminster,85
Kingston upon Thames,58
Kensington and Chelsea,371
Camden,51
Hackney,133
Newham,2000
Southwark,57
Richmond upon Thames,89
Hackney,117
Westminster,271
Newham,242
Hackney,143
Kingston upon Thames,60
Tower Hamlets,186
Waltham Forest,36
Kensington and Chelsea,105
Islington,200
Merton,105
Camden,500
Kensington and Chelsea,252
Wandsworth,720
Richmond upon Thames,155
Croydon,75
Richmond upon Thames,70
Westminster,102
Newham,232
Waltham Forest,100
Merton,86
Brent,55
Southwark,53
Greenwich,173
Lambeth,58
Hackney,99
Hackney,300
Southwark,600
Brent,55
Wandsworth,46
Lewisham,176
Tower Hamlets,170
Lambeth,100
Lambeth,134
Ealing,125
Islington,68
Camden,83
Camden,260
Richmond upon Thames,135
Brent,90
Tower Hamlets,54
Wandsworth,47
Lambeth,90
Brent,118
Southwark,95
Brent,94
Enfield,45
Wandsworth,63
Merton,95
Enfield,38
Hackney,568
Hammersmith and Fulham,128
Hammersmith and Fulham,128
Hammersmith and Fulham,123
Hammersmith and Fulham,104
Hammersmith and Fulham,114
Hammersmith and Fulham,98
Hammersmith and Fulham,99
Hammersmith and Fulham,93
Kensington and Chelsea,148
Waltham Forest,222
Brent,65
Kensington and Chelsea,145
Brent,101
Wandsworth,63
Hillingdon,44
Hackney,154
Westminster,165
Wandsworth,100
Hackney,60
Hackney,35
Haringey,98
Islington,99
Hackney,120
Hackney,81
Hammersmith and Fulham,176
Hackney,271
Southwark,115
Greenwich,115
Waltham Forest,34
Redbridge,38
Brent,315
Hackney,115
Hammersmith and Fulham,500
Westminster,465
Waltham Forest,69
Tower Hamlets,59
Lewisham,43
Haringey,68
Islington,136
Ealing,44
Haringey,43
Haringey,120
City of London,340
Bromley,34
Westminster,91
Westminster,380
Kensington and Chelsea,146
Islington,50
Newham,34
Hackney,216
Haringey,175
Southwark,208
Tower Hamlets,72
Hammersmith and Fulham,247
Islington,149
Tower Hamlets,53
Westminster,318
Richmond upon Thames,185
Haringey,23
Camden,350
Westminster,155
Bromley,206
Richmond upon Thames,1940
Lambeth,78
Hammersmith and Fulham,89
Lewisham,33
Southwark,198
Westminster,203
Wandsworth,165
Lewisham,144
Islington,44
Tower Hamlets,272
Hammersmith and Fulham,404
Lambeth,227
Hammersmith and Fulham,891
Harrow,38
Kingston upon Thames,65
Lambeth,114
Tower Hamlets,72
Westminster,700
Hammersmith and Fulham,202
Haringey,159
Westminster,521
Camden,378
Richmond upon Thames,190
Tower Hamlets,74
Wandsworth,135
Westminster,243
Merton,77
Islington,150
Southwark,256
Hillingdon,39
Kensington and Chelsea,125
Lambeth,55
Westminster,391
Camden,143
Lambeth,45
Camden,295
Islington,90
Wandsworth,51
Camden,72
Harrow,35
Brent,38
Richmond upon Thames,152
Wandsworth,156
Barnet,29
Hammersmith and Fulham,1000
Tower Hamlets,100
Lewisham,59
Newham,34
Lambeth,158
Lewisham,120
Westminster,77
Wandsworth,151
Tower Hamlets,54
Hackney,164
Haringey,245
Lambeth,200
Ealing,60
Tower Hamlets,144
Hackney,181
Westminster,336
Islington,78
Newham,33
Islington,153
Kensington and Chelsea,300
Hammersmith and Fulham,126
Westminster,209
Hackney,101
Westminster,68
Waltham Forest,36
Wandsworth,129
Islington,540
Wandsworth,315
Lambeth,45
Lambeth,73
Kensington and Chelsea,388
Westminster,61
Hackney,415
Greenwich,30
Greenwich,27
Merton,185
Brent,90
Hammersmith and Fulham,111
Hackney,222
Hackney,41
Ealing,250
Haringey,51
Kensington and Chelsea,325
Islington,90
Richmond upon Thames,50
Camden,429
Westminster,62
Hounslow,98
Southwark,1132
Wandsworth,60
Islington,75
Hackney,50
Tower Hamlets,113
Brent,57
Kensington and Chelsea,70
Tower Hamlets,80
Croydon,87
Kensington and Chelsea,372
Brent,205
Westminster,143
Hounslow,60
Hackney,262
Hounslow,170
Tower Hamlets,120
Hammersmith and Fulham,271
Barnet,53
Westminster,248
Southwark,70
Richmond upon Thames,71
Camden,46
Greenwich,220
Haringey,56
Kensington and Chelsea,368
Tower Hamlets,110
Kensington and Chelsea,324
Ealing,64
Merton,36
Tower Hamlets,517
Westminster,147
Brent,140
Richmond upon Thames,121
Islington,625
Kensington and Chelsea,317
Camden,205
Westminster,159
Greenwich,151
Hammersmith and Fulham,214
Hammersmith and Fulham,186
Ealing,115
Hackney,100
Brent,124
Lambeth,136
Haringey,135
Brent,105
Wandsworth,210
Barnet,120
Tower Hamlets,61
Lewisham,95
Westminster,115
Westminster,301
Camden,62
Tower Hamlets,26
Islington,108
Camden,76
Kensington and Chelsea,326
Tower Hamlets,135
Hackney,190
Bromley,29
Kensington and Chelsea,314
Hackney,300
Westminster,140
Wandsworth,669
Tower Hamlets,68
Hounslow,80
Merton,191
Tower Hamlets,54
Lewisham,62
Lewisham,174
Camden,68
Hackney,115
Wandsworth,53
Ealing,125
Lambeth,189
Kensington and Chelsea,630
Hammersmith and Fulham,191
Lambeth,90
Wandsworth,75
Lewisham,50
Kensington and Chelsea,128
Lewisham,50
Hackney,120
Lambeth,55
Lewisham,166
Kensington and Chelsea,450
Newham,52
Hackney,282
Camden,146
Haringey,135
Camden,250
Westminster,120
Kingston upon Thames,238
Islington,103
Haringey,413
Hillingdon,99
Westminster,181
Brent,143
Hackney,192
Southwark,55
Newham,44
Lambeth,65
Lambeth,65
Bromley,52
Bromley,44
Waltham Forest,97
Hackney,241
Havering,93
Brent,48
Merton,155
Redbridge,33
Southwark,105
Hammersmith and Fulham,1200
Hackney,65
Southwark,145
Lewisham,39
Hackney,48
Westminster,150
Kensington and Chelsea,60
Southwark,217
Camden,261
Hounslow,70
Lambeth,300
Merton,650
Harrow,36
Haringey,63
Redbridge,23
Redbridge,23
Tower Hamlets,72
Southwark,79
Lambeth,70
Hounslow,60
Tower Hamlets,101
Westminster,65
Westminster,160
Camden,160
Camden,129
Westminster,226
Westminster,111
Southwark,65
Hackney,76
Richmond upon Thames,50
Richmond upon Thames,54
Hammersmith and Fulham,62
Haringey,58
Waltham Forest,44
Hackney,92
Hammersmith and Fulham,188
Sutton,255
Westminster,99
Southwark,119
Richmond upon Thames,45
Newham,55
Hammersmith and Fulham,79
Lewisham,48
Westminster,182
Hackney,200
Harrow,38
Westminster,274
Lambeth,241
Westminster,76
Wandsworth,135
Southwark,248
Hounslow,49
Bromley,799
Richmond upon Thames,44
Westminster,63
Westminster,153
Southwark,300
Lewisham,53
Lambeth,75
Tower Hamlets,132
Kensington and Chelsea,245
Barnet,52
Tower Hamlets,74
Lewisham,42
Bromley,40
Lambeth,30
Lambeth,50
Hammersmith and Fulham,72
Richmond upon Thames,54
Westminster,487
Camden,108
Islington,142
Southwark,119
Southwark,114
Camden,52
City of London,129
Kensington and Chelsea,211
Merton,35
Westminster,181
Westminster,265
Waltham Forest,86
Westminster,306
Greenwich,68
Waltham Forest,58
Hammersmith and Fulham,125
Greenwich,30
Kensington and Chelsea,73
Westminster,204
Brent,62
Richmond upon Thames,334
Richmond upon Thames,278
Richmond upon Thames,317
Richmond upon Thames,379
Bromley,40
Redbridge,29
Barnet,39
Wandsworth,136
Wandsworth,74
Hackney,129
Lambeth,231
Sutton,33
Westminster,300
Wandsworth,111
Camden,251
Westminster,74
Southwark,166
Southwark,97
Tower Hamlets,191
Haringey,314
Southwark,111
Westminster,175
Tower Hamlets,140
Hackney,191
Hounslow,31
Westminster,203
Westminster,102
Islington,375
Westminster,333
Kensington and Chelsea,360
Waltham Forest,64
Hounslow,114
Kensington and Chelsea,319
Lambeth,60
Lambeth,135
Lambeth,38
Brent,163
Hillingdon,103
Hackney,125
Tower Hamlets,44
Lewisham,86
Islington,73
Newham,150
Camden,50
Redbridge,24
Kensington and Chelsea,155
Kingston upon Thames,72
Westminster,194
Newham,143
Waltham Forest,53
Wandsworth,96
Brent,132
Hounslow,60
Hammersmith and Fulham,36
Lambeth,166
Kensington and Chelsea,169
Merton,575
Newham,40
Kensington and Chelsea,500
Hounslow,43
Hackney,145
Wandsworth,55
Hackney,36
Southwark,30
Islington,77
Hillingdon,525
Enfield,90
Lewisham,40
Kensington and Chelsea,305
Merton,568
Richmond upon Thames,40
Richmond upon Thames,92
Hackney,100
Kensington and Chelsea,270
Westminster,99
Camden,110
Tower Hamlets,106
Tower Hamlets,243
Southwark,21
Islington,113
Brent,40
Brent,31
Southwark,100
Westminster,59
Islington,185
Camden,94
Islington,172
Islington,124
Kingston upon Thames,125
Lewisham,190
Brent,283
Richmond upon Thames,60
Wandsworth,75
Richmond upon Thames,62
Southwark,44
Hackney,243
Kensington and Chelsea,772
Lewisham,40
Newham,84
Southwark,90
Islington,179
Westminster,180
Camden,68
Brent,53
Richmond upon Thames,262
Merton,35
Brent,48
Kensington and Chelsea,258
Richmond upon Thames,500
Harrow,41
Richmond upon Thames,200
Camden,80
Brent,38
Richmond upon Thames,118
Hackney,353
Enfield,60
Enfield,60
Kensington and Chelsea,163
Tower Hamlets,260
Bromley,131
Richmond upon Thames,428
Enfield,59
Harrow,50
Camden,180
Richmond upon Thames,95
Greenwich,35
Islington,109
Westminster,99
Hackney,76
Southwark,66
Wandsworth,500
Kensington and Chelsea,351
Sutton,88
Westminster,1444
Brent,238
Brent,81
Kingston upon Thames,95
Merton,65
Westminster,412
Brent,60
Brent,142
Barnet,70
Lambeth,36
Lewisham,42
Lambeth,70
Wandsworth,81
Lambeth,139
Barnet,46
Lambeth,215
Camden,207
Wandsworth,72
Camden,4250
Ealing,57
Kensington and Chelsea,293
Kensington and Chelsea,200
Westminster,115
Hillingdon,42
Bromley,36
Sutton,222
Hackney,350
Islington,86
Bromley,42
Greenwich,132
Brent,43
Southwark,108
Kensington and Chelsea,58
Wandsworth,47
Camden,63
Haringey,89
Brent,521
Lewisham,135
Lambeth,63
Harrow,1800
Hammersmith and Fulham,140
Newham,252
Wandsworth,50
Westminster,131
Lewisham,54
Waltham Forest,48
Havering,270
Bromley,75
Ealing,282
Camden,240
Tower Hamlets,320
Lambeth,108
Wandsworth,200
Newham,40
Lewisham,51
Hackney,179
Hammersmith and Fulham,125
Hackney,53
Kensington and Chelsea,332
Kensington and Chelsea,548
Waltham Forest,36
Merton,40
Tower Hamlets,59
Southwark,210
Tower Hamlets,372
Camden,95
Camden,90
Richmond upon Thames,1188
Kensington and Chelsea,190
Hackney,95
Lambeth,26
Ealing,149
Redbridge,85
Newham,38
Wandsworth,150
Tower Hamlets,240
Southwark,185
Camden,167
Westminster,316
Southwark,168
Enfield,60
Enfield,72
Enfield,68
Hackney,40
Camden,231
Westminster,250
Kensington and Chelsea,53
Westminster,558
Islington,163
Newham,60
Kensington and Chelsea,56
Tower Hamlets,457
Wandsworth,80
Lambeth,61
Islington,140
Camden,130
Kensington and Chelsea,285
Kensington and Chelsea,201
Newham,29
Ealing,60
Hackney,140
Lewisham,95
Wandsworth,250
Kensington and Chelsea,137
Tower Hamlets,41
Ealing,36
Camden,40
Wandsworth,1350
Greenwich,38
Kensington and Chelsea,159
Richmond upon Thames,121
Hackney,100
Lewisham,85
Haringey,180
Redbridge,176
Westminster,298
Islington,135
Islington,124
Westminster,267
Kensington and Chelsea,230
Camden,164
Kingston upon Thames,101
Westminster,680
Westminster,400
Camden,80
Hackney,220
Camden,40
Islington,175
Camden,205
Islington,50
Westminster,368
Barnet,122
Kensington and Chelsea,1026
Westminster,47
Southwark,57
Brent,221
Merton,37
Hackney,93
Kensington and Chelsea,209
Westminster,169
Hammersmith and Fulham,99
Kensington and Chelsea,450
Tower Hamlets,4000
Camden,8000
Greenwich,92
Lambeth,46
Lewisham,43
Kensington and Chelsea,105
Westminster,314
Westminster,348
Hammersmith and Fulham,450
Hackney,197
Newham,326
Westminster,161
Enfield,65
Camden,149
Lambeth,500
Lambeth,54
Lambeth,53
Sutton,50
Tower Hamlets,67
Camden,90
Hammersmith and Fulham,73
Westminster,96
Camden,257
Redbridge,34
Tower Hamlets,333
Lambeth,49
Kensington and Chelsea,431
Haringey,81
Hammersmith and Fulham,165
Richmond upon Thames,55
Lewisham,29
Westminster,481
Tower Hamlets,230
Westminster,302
Westminster,285
Westminster,548
Westminster,325
Westminster,234
Bromley,47
Westminster,311
Hounslow,121
Tower Hamlets,57
Westminster,247
Camden,311
Southwark,139
Hackney,95
Kensington and Chelsea,171
Hackney,113
Kingston upon Thames,150
Newham,88
Hackney,235
Richmond upon Thames,131
Tower Hamlets,123
Hackney,100
Camden,181
Kensington and Chelsea,170
Westminster,126
Kensington and Chelsea,238
Westminster,617
Camden,275
Lambeth,53
Westminster,274
Islington,124
Islington,124
Islington,172
Islington,172
Wandsworth,36
Hackney,100
Ealing,90
Islington,175
Tower Hamlets,95
Richmond upon Thames,85
Ealing,110
Lambeth,57
Hammersmith and Fulham,94
Kensington and Chelsea,373
Wandsworth,72
Westminster,360
Tower Hamlets,180
Tower Hamlets,247
Tower Hamlets,274
Greenwich,185
Brent,54
Lambeth,115
Tower Hamlets,110
Hammersmith and Fulham,267
Wandsworth,295
Newham,81
Brent,161
Barnet,170
Lewisham,270
Brent,192
Tower Hamlets,122
Hackney,237
Islington,55
Hackney,170
City of London,53
Brent,37
Kensington and Chelsea,161
Greenwich,37
Tower Hamlets,120
Haringey,52
Haringey,52
Westminster,341
Barnet,104
Merton,47
Camden,81
Tower Hamlets,97
Hackney,120
Southwark,200
Haringey,57
Wandsworth,100
Hackney,80
Southwark,133
Camden,203
Barnet,39
Hackney,167
Croydon,62
Hackney,54
Hackney,167
Islington,90
Hammersmith and Fulham,90
Barnet,32
Southwark,207
Lambeth,317
Newham,107
Bromley,34
Brent,43
Westminster,125
Kingston upon Thames,112
Camden,239
Ealing,78
Southwark,176
Islington,185
Hammersmith and Fulham,49
Hammersmith and Fulham,150
Lambeth,90
Newham,342
Haringey,141
Hackney,35
Barking and Dagenham,55
Enfield,52
Barnet,50
Barnet,50
Tower Hamlets,34
Hammersmith and Fulham,138
Hackney,138
Wandsworth,54
Ealing,43
Richmond upon Thames,495
Westminster,1125
Westminster,230
Westminster,300
Camden,132
Westminster,519
Tower Hamlets,248
Kensington and Chelsea,488
Southwark,344
Westminster,335
Greenwich,76
Merton,71
Westminster,60
Southwark,280
Hammersmith and Fulham,72
Hackney,130
Haringey,93
Wandsworth,250
Tower Hamlets,205
Wandsworth,27
Brent,6309
Southwark,163
Lewisham,51
Westminster,350
Wandsworth,152
Barnet,60
Camden,174
Westminster,85
Newham,75
Haringey,57
Tower Hamlets,190
Hackney,161
Islington,353
Islington,107
Waltham Forest,49
Merton,45
Ealing,300
Kensington and Chelsea,600
Hackney,150
Southwark,50
Greenwich,30
Camden,72
Richmond upon Thames,95
Westminster,155
Enfield,29
Lewisham,202
Wandsworth,241
Wandsworth,253
Hammersmith and Fulham,90
Camden,75
Westminster,300
Kensington and Chelsea,267
Hackney,60
Kensington and Chelsea,291
Hounslow,119
Wandsworth,109
Southwark,286
Islington,67
Southwark,45
Croydon,215
Westminster,255
Ealing,270
Islington,139
Brent,34
Kensington and Chelsea,491
Redbridge,65
Islington,157
Wandsworth,52
Islington,158
Waltham Forest,73
Camden,246
Merton,420
Redbridge,227
Southwark,131
Richmond upon Thames,200
Merton,112
Sutton,104
Wandsworth,174
Tower Hamlets,153
Southwark,99
Westminster,314
Westminster,62
Merton,212
Camden,118
Richmond upon Thames,116
Lambeth,37
Wandsworth,174
Sutton,81
Southwark,68
Hackney,63
Ealing,59
Hammersmith and Fulham,207
Hounslow,245
Kensington and Chelsea,410
Kingston upon Thames,84
Lambeth,350
Tower Hamlets,143
Kensington and Chelsea,2150
Hackney,156
Wandsworth,166
Wandsworth,143
Kingston upon Thames,64
Islington,228
Westminster,371
Kingston upon Thames,84
Kingston upon Thames,100
Kingston upon Thames,79
Southwark,118
Haringey,320
Greenwich,60
Kensington and Chelsea,96
Barnet,91
Westminster,371
Camden,77
Camden,62
Lambeth,57
Croydon,49
Kensington and Chelsea,89
Tower Hamlets,183
Ealing,67
Hackney,67
Lambeth,130
Merton,53
Southwark,58
Wandsworth,237
Westminster,248
Westminster,261
Hackney,296
Kensington and Chelsea,265
Westminster,51
Southwark,161
Hillingdon,69
Westminster,44
Croydon,57
Kensington and Chelsea,186
Tower Hamlets,135
Hackney,189
Lewisham,28
Brent,81
Hackney,473
Hackney,120
Tower Hamlets,186
Hammersmith and Fulham,795
Wandsworth,500
Kingston upon Thames,500
Kingston upon Thames,124
Westminster,277
Islington,143
Islington,153
Westminster,600
Brent,126
Tower Hamlets,186
Hackney,287
Richmond upon Thames,90
Camden,241
Camden,229
Kensington and Chelsea,410
Greenwich,180
Westminster,276
Lambeth,300
Newham,176
Kensington and Chelsea,222
Waltham Forest,41
Newham,226
Kensington and Chelsea,375
Kensington and Chelsea,350
Wandsworth,140
Islington,115
Westminster,280
Kensington and Chelsea,1468
Hackney,101
Hackney,108
Hackney,90
Tower Hamlets,180
Greenwich,40
Southwark,45
Southwark,59
Westminster,154
Kensington and Chelsea,140
Hackney,85
Hackney,66
Westminster,300
Tower Hamlets,73
Richmond upon Thames,90
Lambeth,77
Kensington and Chelsea,271
Kensington and Chelsea,164
Merton,255
Westminster,164
Brent,63
Kensington and Chelsea,205
Westminster,180
Camden,109
Camden,60
Haringey,101
Brent,41
Haringey,25
Camden,122
Barnet,73
Lambeth,95
Lambeth,92
Kensington and Chelsea,99
Bromley,126
Camden,380
Barnet,103
Camden,103
Tower Hamlets,73
Westminster,110
Hackney,66
Waltham Forest,88
Westminster,125
Lambeth,115
Wandsworth,195
Sutton,250
Kensington and Chelsea,285
Islington,347
Camden,549
Kensington and Chelsea,457
Lewisham,58
Waltham Forest,213
Kensington and Chelsea,408
Wandsworth,201
Hounslow,85
Lambeth,105
Tower Hamlets,152
Southwark,51
Islington,38
Hackney,152
Kensington and Chelsea,201
Merton,66
Newham,36
Kensington and Chelsea,318
Lewisham,110
Newham,150
Camden,144
Waltham Forest,31
Westminster,821
Westminster,220
Haringey,74
Hammersmith and Fulham,200
Waltham Forest,32
Waltham Forest,34
Brent,239
Westminster,814
Westminster,146
Wandsworth,56
Westminster,290
Westminster,258
Kensington and Chelsea,178
Westminster,842
Southwark,242
Tower Hamlets,57
Westminster,115
Barnet,32
Camden,135
Richmond upon Thames,1250
Redbridge,250
Brent,319
Hackney,77
Southwark,162
Islington,355
Newham,45
Tower Hamlets,315
Hackney,295
Greenwich,135
Lambeth,261
Richmond upon Thames,119
Richmond upon Thames,55
Haringey,495
Tower Hamlets,111
Kensington and Chelsea,205
Haringey,144
Southwark,109
Tower Hamlets,67
Westminster,299
Merton,79
Hounslow,46
Greenwich,28
Camden,119
Kensington and Chelsea,169
Tower Hamlets,133
Westminster,285
City of London,209
Hammersmith and Fulham,184
City of London,252
Richmond upon Thames,74
Barnet,71
Brent,146
Merton,415
